FileName :   Towbin_GCB-SIMS-spots_20180702.qtiDat 
Signal(s) Used :  Na Ka, Mg Ka, Si Ka, Al Ka, Ti Ka, Ca Ka, Fe Ka, Ni Ka, Cr Ka, Mn Ka 
Spectromers Conditions :   Sp4 TAP,  Sp4 TAP,  Sp1 TAP,  Sp1 TAP,  Sp3 LPET,  Sp5 PET,  Sp2 LLIF,  Sp2 LLIF,  Sp3 LPET,  Sp5 PET 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 TAP(2d= 25.745,K= 0.00218),  Sp1 TAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 PET(2d= 8.75,K= 0.000144),  Sp2 LLIF(2d= 4.0267,K= 0.000058),  Sp2 LLIF(2d= 4.0267,K= 0.000058),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 30nA  
Date :  3-Jul-2018 
User Name :  sx-user 
Setup Name :  Towbin_GCB-SIMS-spot_20nA-1um_20180702b.qtiSet 
DataSet Comment :  GCB1A_Scoria Ol2_A_Core_2 
Comment :   
Analysis Date :  7/3/2018 6:35:14 AM 
Project Name :  Default Project 
Sample Name :  Default Sample 
Analysis Parameters :  	 
 Sp	Elements	Xtal	Position	Bg+	Bg-	Slope	Bias	Gain	Dtime	Blin	Wind	Mode	 
 Sp4	Na Ka		TAP	46358		-750	800	   	1286	2509	3	560	 	Inte	 
 Sp4	Mg Ka		TAP	38489		-1150	1150	   	1287	2520	3	560	 	Inte	 
 Sp1	Si Ka		TAP	27732		   	750	1.1	1290	2570	3	560	 	Inte	 
 Sp1	Al Ka		TAP	32440		   	800	1.2	1291	2549	3	560	 	Inte	 
 Sp3	Ti Ka		LPET	31442		   	600	1.05	1851	915	3	560	 	Inte	 
 Sp5	Ca Ka		PET	38388		   	700	1.1	1302	910	3	560	 	Inte	 
 Sp2	Fe Ka		LLIF	48083		   	950	1.05	1815	368	3	560	 	Inte	 
 Sp2	Ni Ka		LLIF	41179		-550	550	   	1814	364	3	560	 	Inte	 
 Sp3	Cr Ka		LPET	26230		-500	500	   	1855	917	3	560	 	Inte	 
 Sp5	Mn Ka		PET	24045		-550	550	   	1298	889	3	560	 	Inte	 
Peak Position :   Sp4 46358 (-750, 800),  Sp4 38489 (-1150, 1150),  Sp1 27732 (750, 1.1),  Sp1 32440 (800, 1.2),  Sp3 31442 (600, 1.05),  Sp5 38388 (700, 1.1),  Sp2 48083 (950, 1.05),  Sp2 41179 (-550, 550),  Sp3 26230 (-500, 500),  Sp5 24045 (-550, 550) 
Current Sample Position :   X = 17339 Y = -821 Z = 129 
Standard Name :   
 Na On jade 
 Mg, Si, Ca On Wakefield 
 Al On kspar 
 Ti On TiO2 
 Fe On RKFAYb7 
 Ni On diop_ni 
 Cr On MgCr2O4 
 Mn On Rhodon 41522 AMNH 
Standard composition :   
 jade = O  : 47.6%, Na : 11.19%, Mg : 0.01%, Al : 13.22%, Si : 27.82%, K  : 0.01%, Ca : 0.07%, Ti : 0.02%, Cr : 0.01%, Mn : 0.01%, Fe : 0.05% 
 Wakefield = Si : 25.942%, Ti : 0.018%, Al : 0.021%, Fe : 0.086%, Mn : 0.015%, Mg : 11.216%, Ca : 18.582%, Na : 0.022%, O  : 44.427% 
 kspar = O  : 45.94%, Na : 0.85%, Al : 9.83%, Si : 30.1%, K  : 12.39%, Ba : 0.7% 
 TiO2 = Ti : 59.95%, O  : 40.05% 
 RKFAYb7 = Si : 13.84%, O  : 31.37%, Mg : 0.06%, Al : 0.05%, Ca : 0.02%, Mn : 1.55%, Fe : 52.62%, Zn : 0.38% 
 diop_ni = Si : 24.91%, Al : 0.45%, Fe : 0.12%, Mg : 8.62%, Ca : 17.87%, Ni : 5.06%, O  : 43.01% 
 MgCr2O4 = Mg : 12.64%, Cr : 54.08%, O  : 33.28% 
 Rhodon 41522 AMNH = O  : 37.73%, Mg : 2.36%, Si : 21.98%, Ca : 1.06%, Mn : 35.01%, Fe : 1.8% 
Calibration file name (Element intensity cps/nA) :   
 Na : jade_NaSp4_205.calDat (Na : 78.0 cps/nA) 
 Mg, Si, Ca : Wakefield_MgSp4_SiSp1_CaSp5_181.calDat (Mg : 138.7 cps/nA, Si : 541.3 cps/nA, Ca : 130.1 cps/nA) 
 Al : kspar_AlSp1_K Sp5_020.calDat (Al : 209.9 cps/nA) 
 Ti : TiO2_TiSp3_191.calDat (Ti : 1614.5 cps/nA) 
 Fe : RKFAYb7_FeSp2_506.calDat (Fe : 280.5 cps/nA) 
 Ni : diop_ni_NiSp2_213.calDat (Ni : 24.6 cps/nA) 
 Cr : MgCr2O4_CrSp3_193.calDat (Cr : 1391.0 cps/nA) 
 Mn : Rhodon 41522 AMNH_MnSp5_007.calDat (Mn : 150.9 cps/nA) 
Beam Size :   

DataSet/Point	Na2O	MgO	SiO2	Al2O3	TiO2	P2O5	K2O	CaO	FeO	Cr2O3	MnO	NiO	Total	X	Y	Z	Beam X	Beam Y	Comment	Distance (µ)	Mean Z	Point#	Date	
21 / 1 . 	0.00001	49.84663	41.11018	0.00253	0.00851			0.09029	9.63800	0.01747	0.16342	0.39316	101.27020	12975.	-3507.	141.	 	 	GCB1A_Ol1_A_1	 	11.89918	 21	7/2/2018 9:56:52 PM	
22 / 1 . 	0.00249	49.81841	41.05460	0.00908	0.00002			0.07361	9.67405	0.00623	0.14170	0.36301	101.14320	12975.	-3504.	141.	 	 	GCB1A_r22_Ol1_A_2	 	11.88108	 22	7/2/2018 10:01:31 PM	
23 / 1 . 	0.00001	49.92334	40.59898	0.00487	0.00002			0.07353	9.76547	0.01212	0.15586	0.38016	100.91430	12973.	-3498.	141.	 	 	GCB1A_Ol1_A_3	 	11.87035	 23	7/2/2018 10:06:08 PM	
24 / 1 . 	0.03088	33.89540	54.35336	3.80171	0.03946			0.66208	6.45247	0.35962	0.17135	0.10214	99.86848	11296.	-3955.	145.	 	 	GCB1A_opx4_B_2	 	11.47361	 24	7/2/2018 10:10:50 PM	
25 / 1 . 	0.03906	33.81496	54.27691	3.79914	0.03139			0.64784	6.37937	0.36276	0.16824	0.10291	99.62257	11292.	-3953.	145.	 	 	GCB1A_opx4_B_3	 	11.43789	 25	7/2/2018 10:15:33 PM	
26 / 1 . 	0.02606	33.81734	54.48824	3.85127	0.03426			0.63682	6.42938	0.36195	0.17141	0.10320	99.91991	11248.	-3953.	145.	 	 	GCB1A_opx4_B_4	 	11.47542	 26	7/2/2018 10:20:14 PM	
27 / 1 . 	0.01688	33.62358	54.63642	3.76116	0.03209			0.64808	6.44840	0.33572	0.17165	0.08327	99.75726	11243.	-3834.	145.	 	 	GCB1A_r22_opx4_A_1	 	11.45677	 27	7/2/2018 10:24:53 PM	
28 / 1 . 	0.02548	33.63777	55.44674	3.80002	0.02863			0.66268	6.42115	0.33629	0.16163	0.10356	100.62400	11248.	-3846.	145.	 	 	GCB1A_r22_opx4_A_2	 	11.54948	 28	7/2/2018 10:29:27 PM	
29 / 1 . 	0.01928	33.50391	54.37301	3.80884	0.03299			0.65131	6.46983	0.33973	0.17445	0.10038	99.47375	11257.	-3852.	145.	 	 	GCB1A_r22_opx4_A_3	 	11.43198	 29	7/2/2018 10:34:09 PM	
30 / 1 . 	0.01334	33.73500	55.51673	3.89233	0.03535			0.65202	6.33379	0.38473	0.16441	0.10959	100.83730	10902.	-7521.	157.	 	 	GCB1A_r21_opx1_B_Core_1	 	11.56707	 30	7/2/2018 10:38:53 PM	
31 / 1 . 	0.03519	33.77106	55.31078	3.88447	0.03424			0.68216	6.47726	0.38657	0.16637	0.10798	100.85610	10890.	-7521.	157.	 	 	GCB1A_r21_opx1_B_Core_2	 	11.58672	 31	7/2/2018 10:43:32 PM	
32 / 1 . 	0.00763	33.75035	55.42141	3.88873	0.03350			0.65940	6.35327	0.38858	0.16830	0.08775	100.75890	10875.	-7526.	157.	 	 	GCB1A_r21_opx1_B_Core_3	 	11.55898	 32	7/2/2018 10:48:13 PM	
33 / 1 . 	0.02330	33.37434	55.11203	4.00121	0.03322			0.66759	6.23022	0.40384	0.16188	0.11128	100.11890	10954.	-7256.	157.	 	 	GCB1A_r21_opx1_A_Rim_1	 	11.48134	 33	7/2/2018 10:52:56 PM	
34 / 1 . 	0.03489	33.21409	55.49762	3.96963	0.04056			0.66790	6.35350	0.41435	0.16364	0.09274	100.44890	10948.	-7254.	157.	 	 	GCB1A_r21_opx1_A_Rim_2	 	11.53048	 34	7/2/2018 10:57:29 PM	
35 / 1 . 	0.02532	33.38311	55.57284	3.96143	0.02804			0.65364	6.26987	0.41112	0.14904	0.10411	100.55850	10951.	-7254.	157.	 	 	GCB1A_r21_opx1_A_Rim_3	 	11.53053	 35	7/2/2018 11:02:10 PM	
36 / 1 . 	0.03217	33.19065	55.53290	3.93890	0.03163			0.66695	6.23823	0.40692	0.15933	0.08491	100.28260	10947.	-7254.	157.	 	 	GCB1A_r21_opx1_A_Rim_4	 	11.49715	 36	7/2/2018 11:06:53 PM	
37 / 1 . 	0.46890	16.87633	51.84706	3.96849	0.09121			22.68794	2.82059	0.57339	0.10988	0.04143	99.48522	12180.	-7162.	153.	 	 	GCB1A_r21_cpx1_B_1	 	12.36726	 37	7/2/2018 11:11:32 PM	
38 / 1 . 	0.48659	16.79831	52.86438	3.93982	0.09957			22.78970	2.72734	0.56566	0.09593	0.04195	100.40930	12186.	-7162.	153.	 	 	GCB1A_r21_cpx1_B_2	 	12.46125	 38	7/2/2018 11:16:16 PM	
39 / 1 . 	0.45794	16.81927	52.98082	3.99821	0.09864			22.71394	2.69795	0.57836	0.09676	0.05347	100.49530	12185.	-7164.	153.	 	 	GCB1A_r21_cpx1_B_3	 	12.46544	 39	7/2/2018 11:20:53 PM	
40 / 1 . 	0.00542	49.67253	40.97235	0.00089	0.00152			0.03616	9.72195	0.01245	0.14992	0.39052	100.96370	11234.	-6003.	158.	 	 	GCB1A_r21_Ol1_C_1	 	11.87044	 40	7/2/2018 11:25:33 PM	
41 / 1 . 	0.00595	49.66189	40.88059	0.01149	0.00131			0.04717	9.93446	0.00536	0.17478	0.39362	101.11660	11216.	-5989.	158.	 	 	GCB1A_r21_Ol1_C_2	 	11.91378	 41	7/2/2018 11:30:12 PM	
42 / 1 . 	0.00478	49.43158	41.28008	0.00493	0.00072			0.04880	9.72247	0.01252	0.16301	0.40343	101.07230	11172.	-5989.	158.	 	 	GCB1A_r21_Ol1_C_3	 	11.88689	 42	7/2/2018 11:34:52 PM	
43 / 1 . 	0.01145	49.45464	41.03749	0.00002	0.00803			0.05216	9.82867	0.00192	0.15385	0.39925	100.94750	17701.	-6216.	141.	 	 	GCB1A_r20_Ol1_A_1	 	11.88342	 43	7/2/2018 11:39:31 PM	
44 / 1 . 	0.00891	49.45258	40.99847	0.00002	0.00742			0.04073	9.92434	0.01016	0.15462	0.39397	100.99120	17693.	-6215.	141.	 	 	GCB1A_r20_Ol1_A_2	 	11.89824	 44	7/2/2018 11:44:11 PM	
45 / 1 . 	0.00001	49.65367	41.01608	0.00909	0.00331			0.05019	9.95681	0.00187	0.16752	0.39958	101.25810	17737.	-6211.	141.	 	 	GCB1A_r20_Ol1_A_3	 	11.93166	 45	7/2/2018 11:48:56 PM	
46 / 1 . 	0.00680	49.58537	41.33318	0.00333	0.00435			0.04647	9.75452	0.01755	0.17144	0.40207	101.32510	17836.	-6000.	141.	 	 	GCB1A_r20_Ol1_B_1	 	11.91835	 46	7/2/2018 11:53:38 PM	
47 / 1 . 	0.00874	49.27368	41.10168	0.00631	0.00479			0.05007	9.77222	0.01347	0.15651	0.37640	100.76390	17847.	-6002.	141.	 	 	GCB1A_r20_Ol1_B_2	 	11.85594	 47	7/2/2018 11:58:18 PM	
48 / 1 . 	0.01094	49.88673	41.23660	0.00808	0.01834			0.06425	9.70700	0.01225	0.15522	0.37005	101.46950	17893.	-6005.	141.	 	 	GCB1A_r20_Ol1_B_3	 	11.92299	 48	7/3/2018 12:03:02 AM	
49 / 1 . 	0.50115	17.00678	52.95180	3.96089	0.10276			22.85275	2.70950	0.58563	0.09116	0.06310	100.82550	17939.	-6052.	141.	 	 	GCB1A_r20_Cpx1_B_1	 	12.51098	 49	7/3/2018 12:07:44 AM	
50 / 1 . 	0.48372	17.10139	52.01633	3.96689	0.09370			22.74243	2.82532	0.58318	0.10386	0.03710	99.95390	17943.	-6052.	141.	 	 	GCB1A_r20_Cpx1_B_2	 	12.42036	 50	7/3/2018 12:12:28 AM	
51 / 1 . 	0.47468	17.09267	52.20303	3.91661	0.10062			22.82751	2.80052	0.58178	0.09790	0.05591	100.15120	17943.	-6052.	141.	 	 	GCB1A_r20_Cpx1_B_3	 	12.44607	 51	7/3/2018 12:17:07 AM	
52 / 1 . 	0.47683	17.00575	53.20327	3.94227	0.10196			22.80728	2.70267	0.56901	0.09741	0.03274	100.93920	18079.	-6089.	141.	 	 	GCB1A_r20_Cpx1_A_1	 	12.51537	 52	7/3/2018 12:21:49 AM	
53 / 1 . 	0.45659	17.30996	52.84670	3.93659	0.09862			22.72085	2.71749	0.56291	0.10287	0.04945	100.80200	18087.	-6101.	141.	 	 	GCB1A_r20_Cpx1_A_2	 	12.49820	 53	7/3/2018 12:26:29 AM	
54 / 1 . 	0.49754	17.41455	52.43790	3.90672	0.09619			22.76092	2.69761	0.55643	0.10417	0.03806	100.51010	18093.	-6115.	141.	 	 	GCB1A_r20_Cpx1_A_3	 	12.46414	 54	7/3/2018 12:31:13 AM	
55 / 1 . 	0.48699	16.95776	52.53344	3.90994	0.10111			22.87119	2.70609	0.54065	0.10890	0.03579	100.25180	18087.	-6136.	141.	 	 	GCB1A_r20_Cpx1_A_4	 	12.44459	 55	7/3/2018 12:35:58 AM	
56 / 1 . 	0.01787	33.51935	55.25174	3.97422	0.03663			0.65673	6.44707	0.41039	0.14888	0.10225	100.56510	17773.	-5778.	139.	 	 	GCB1A_r20_opx1_A_1	 	11.55090	 56	7/3/2018 12:40:39 AM	
57 / 1 . 	0.01750	33.63071	55.28975	3.93497	0.03432			0.67387	6.39574	0.41130	0.16059	0.09348	100.64220	17778.	-5770.	139.	 	 	GCB1A_r20_opx1_A_2	 	11.55413	 57	7/3/2018 12:45:23 AM	
58 / 1 . 	0.02203	33.66250	54.32174	3.94812	0.03135			0.64743	6.46653	0.40738	0.16559	0.08413	99.75679	17789.	-5764.	139.	 	 	GCB1A_r20_opx1_A_3	 	11.46351	 58	7/3/2018 12:50:05 AM	
59 / 1 . 	0.02803	33.63993	54.50948	3.96605	0.03453			0.65694	6.37139	0.40801	0.18348	0.08122	99.87904	17786.	-5762.	139.	 	 	GCB1A_r20_opx1_A_4	 	11.46836	 59	7/3/2018 12:54:44 AM	
60 / 1 . 	0.01481	33.50795	55.39650	3.95814	0.04532			0.66104	6.42193	0.40621	0.16070	0.09820	100.67080	17868.	-5972.	139.	 	 	GCB1A_r20_opx1_B_1	 	11.56069	 60	7/3/2018 12:59:29 AM	
61 / 1 . 	0.02994	33.33397	55.55901	3.99928	0.02884			0.68533	6.51959	0.41411	0.14954	0.11104	100.83070	17837.	-5972.	139.	 	 	GCB1A_r20_opx1_B_2	 	11.59105	 61	7/3/2018 1:04:07 AM	
62 / 1 . 	0.01967	33.40120	54.60151	3.96933	0.02983			0.67662	6.38312	0.41166	0.18041	0.10687	99.78024	17825.	-5961.	139.	 	 	GCB1A_r20_opx1_B_3	 	11.46414	 62	7/3/2018 1:08:53 AM	
63 / 1 . 	0.44648	17.02966	52.37582	3.72097	0.10956			22.85391	2.71999	0.36338	0.09939	0.03824	99.75741	12295.	2621.	135.	 	 	GCB1A_r30_cpx1_A_1	 	12.37734	 63	7/3/2018 1:13:36 AM	
64 / 1 . 	0.43565	17.09974	51.92557	3.66598	0.10197			22.81626	2.79503	0.34898	0.10584	0.04450	99.33952	12326.	2621.	135.	 	 	GCB1A_r30_cpx1_A_2	 	12.33817	 64	7/3/2018 1:18:21 AM	
65 / 1 . 	0.45028	17.11339	51.49700	3.65583	0.11270			22.92447	2.71222	0.36887	0.09185	0.04107	98.96770	12333.	2628.	135.	 	 	GCB1A_r30_cpx1_A_3	 	12.29518	 65	7/3/2018 1:23:02 AM	
66 / 1 . 	0.43972	17.16060	53.10485	3.73246	0.10985			22.80643	2.72502	0.37909	0.10589	0.03927	100.60320	12333.	2684.	135.	 	 	GCB1A_r30_cpx1_A_4	 	12.46815	 66	7/3/2018 1:27:44 AM	
67 / 1 . 	0.44708	16.56134	52.78476	3.89268	0.11502			22.72570	2.73636	0.56680	0.08440	0.04886	99.96302	12323.	2858.	135.	 	 	GCB1A_r30_cpx1_b_1	 	12.41224	 67	7/3/2018 1:32:26 AM	
68 / 1 . 	0.44790	16.74351	53.22799	3.92302	0.09688			22.75059	2.67906	0.56568	0.08548	0.07147	100.59160	12320.	2860.	135.	 	 	GCB1A_r30_cpx1_b_2	 	12.47633	 68	7/3/2018 1:37:08 AM	
69 / 1 . 	0.44972	16.75700	52.84253	3.95931	0.10760			22.83505	2.72890	0.56821	0.07450	0.06079	100.38360	12321.	2864.	135.	 	 	GCB1A_r30_cpx1_b_3	 	12.46248	 69	7/3/2018 1:41:49 AM	
